timestamp,pair,position,leverage,confidence,pnl,is_win,cumulative_pnl,equity,peak,drawdown,return
2025-01-07 16:39:26,LINK/USD,long,41.0,0.6642,249.14,True,249.14,10249.14,10249.14,0.0,0.024914
2025-01-08 16:39:26,LINK/USD,long,49.7,0.6481,255.0,True,504.14,10504.14,10504.14,0.0,0.0255
2025-01-09 16:39:26,LINK/USD,short,52.4,0.7245,175.77,True,679.91,10679.91,10679.91,0.0,0.017577000000000002
2025-01-10 16:39:26,LINK/USD,short,41.3,0.7052,314.69,True,994.6,10994.6,10994.6,0.0,0.031469
2025-01-11 16:39:26,LINK/USD,short,47.4,0.78,368.16,True,1362.75,11362.75,11362.75,0.0,0.036816
2025-01-12 16:39:26,LINK/USD,long,42.8,0.75,273.78,True,1636.53,11636.53,11636.53,0.0,0.027377999999999996
2025-01-13 16:39:26,LINK/USD,long,49.5,0.8238,-142.69,False,1493.84,11493.84,11636.53,-0.01226224656319371,-0.014269
2025-01-14 16:39:26,LINK/USD,long,60.9,0.8214,326.22,True,1820.06,11820.06,11820.06,0.0,0.032622000000000005
2025-01-15 16:39:26,LINK/USD,long,59.3,0.8405,-152.86,False,1667.2,11667.2,11820.06,-0.012932252458955264,-0.015286000000000001
2025-01-16 16:39:26,LINK/USD,long,37.6,0.6069,363.05,True,2030.25,12030.25,12030.25,0.0,0.036305000000000004
2025-01-17 16:39:26,LINK/USD,long,48.4,0.7426,210.14,True,2240.39,12240.39,12240.39,0.0,0.021013999999999998
2025-01-18 16:39:26,LINK/USD,long,63.8,0.8877,181.14,True,2421.54,12421.54,12421.54,0.0,0.018113999999999998
2025-01-19 16:39:26,LINK/USD,long,50.2,0.6969,180.73,True,2602.26,12602.26,12602.26,0.0,0.018073
2025-01-20 16:39:26,LINK/USD,long,54.1,0.9452,271.72,True,2873.99,12873.99,12873.99,0.0,0.027172
2025-01-21 16:39:26,LINK/USD,short,58.3,0.8178,252.23,True,3126.22,13126.22,13126.22,0.0,0.025223
2025-01-22 16:39:26,LINK/USD,long,41.2,0.6213,222.3,True,3348.52,13348.52,13348.52,0.0,0.02223
2025-01-23 16:39:26,LINK/USD,long,49.6,0.6468,256.0,True,3604.53,13604.53,13604.53,0.0,0.0256
2025-01-24 16:39:26,LINK/USD,long,46.3,0.6671,222.29,True,3826.81,13826.81,13826.81,0.0,0.022229
2025-01-25 16:39:26,LINK/USD,long,70.1,0.9413,263.78,True,4090.59,14090.59,14090.59,0.0,0.026378
2025-01-26 16:39:26,LINK/USD,long,50.9,0.7819,245.57,True,4336.16,14336.16,14336.16,0.0,0.024557
2025-01-27 16:39:26,LINK/USD,long,45.5,0.6206,184.83,True,4520.99,14520.99,14520.99,0.0,0.018483000000000003
2025-01-28 16:39:26,LINK/USD,long,46.0,0.7104,244.13,True,4765.12,14765.119999999999,14765.119999999999,0.0,0.024413
2025-01-29 16:39:26,LINK/USD,short,50.8,0.7214,319.79,True,5084.91,15084.91,15084.91,0.0,0.031979
2025-01-30 16:39:26,LINK/USD,short,58.2,0.7619,202.93,True,5287.84,15287.84,15287.84,0.0,0.020293000000000002
2025-01-31 16:39:26,LINK/USD,short,41.7,0.6813,-192.64,False,5095.21,15095.21,15287.84,-0.012600210363269174,-0.019264
2025-02-01 16:39:26,LINK/USD,short,62.3,0.8897,175.79,True,5270.99,15270.99,15287.84,-0.001102183173031662,0.017579
2025-02-02 16:39:26,LINK/USD,long,48.8,0.7247,-147.46,False,5123.53,15123.529999999999,15287.84,-0.010747757695004743,-0.014746
2025-02-03 16:39:26,LINK/USD,short,45.9,0.7062,-209.07,False,4914.46,14914.46,15287.84,-0.02442333253095277,-0.020907
2025-02-04 16:39:26,LINK/USD,long,47.4,0.6968,201.94,True,5116.4,15116.4,15287.84,-0.011214141435284547,0.020194
2025-02-05 16:39:26,LINK/USD,long,52.7,0.7502,256.95,True,5373.36,15373.36,15373.36,0.0,0.025695
2025-02-06 16:39:26,LINK/USD,short,46.2,0.6827,337.95,True,5711.3,15711.3,15711.3,0.0,0.033795
2025-02-07 16:39:26,LINK/USD,long,46.0,0.7196,202.56,True,5913.86,15913.86,15913.86,0.0,0.020256
2025-02-08 16:39:26,LINK/USD,long,51.3,0.8139,224.75,True,6138.61,16138.61,16138.61,0.0,0.022475
2025-02-09 16:39:26,LINK/USD,long,54.8,0.8424,346.7,True,6485.31,16485.31,16485.31,0.0,0.03467
2025-02-10 16:39:26,LINK/USD,long,50.9,0.6867,212.38,True,6697.69,16697.69,16697.69,0.0,0.021238
2025-02-11 16:39:26,LINK/USD,short,43.7,0.7311,-175.56,False,6522.13,16522.13,16697.69,-0.010514029186072905,-0.017556
2025-02-12 16:39:26,LINK/USD,short,63.8,0.889,316.31,True,6838.44,16838.44,16838.44,0.0,0.031631
2025-02-13 16:39:26,LINK/USD,long,41.6,0.7405,-195.49,False,6642.95,16642.95,16838.44,-0.011609745320825324,-0.019549
2025-02-14 16:39:26,LINK/USD,long,39.7,0.6241,-126.86,False,6516.09,16516.09,16838.44,-0.01914369739714597,-0.012686
2025-02-15 16:39:26,LINK/USD,long,52.7,0.8204,305.0,True,6821.09,16821.09,16838.44,-0.0010303804865532998,0.0305
2025-02-16 16:39:26,LINK/USD,short,46.0,0.7213,295.76,True,7116.85,17116.85,17116.85,0.0,0.029575999999999998
2025-02-17 16:39:26,LINK/USD,short,44.2,0.6792,356.22,True,7473.08,17473.08,17473.08,0.0,0.035622
2025-02-18 16:39:26,LINK/USD,short,42.2,0.6223,-195.91,False,7277.16,17277.16,17473.08,-0.011212676872079901,-0.019591
2025-02-19 16:39:26,LINK/USD,long,56.8,0.8025,229.76,True,7506.93,17506.93,17506.93,0.0,0.022976
2025-02-20 16:39:26,LINK/USD,long,42.3,0.6502,273.87,True,7780.8,17780.8,17780.8,0.0,0.027387
2025-02-21 16:39:26,LINK/USD,long,50.0,0.7442,315.94,True,8096.73,18096.73,18096.73,0.0,0.031594
2025-02-22 16:39:26,LINK/USD,short,52.0,0.7903,270.56,True,8367.3,18367.3,18367.3,0.0,0.027056
2025-02-23 16:39:26,LINK/USD,short,47.6,0.8506,262.5,True,8629.79,18629.79,18629.79,0.0,0.02625
2025-02-24 16:39:26,LINK/USD,short,42.8,0.7023,-147.28,False,8482.51,18482.510000000002,18629.79,-0.007905617830367322,-0.014728
2025-02-25 16:39:26,LINK/USD,short,47.6,0.7594,249.92,True,8732.43,18732.43,18732.43,0.0,0.024992
2025-02-26 16:39:26,LINK/USD,long,60.1,0.9063,177.18,True,8909.61,18909.61,18909.61,0.0,0.017718
2025-02-27 16:39:26,LINK/USD,long,64.7,0.895,288.04,True,9197.65,19197.65,19197.65,0.0,0.028804000000000003
2025-02-28 16:39:26,LINK/USD,short,46.7,0.8395,245.72,True,9443.37,19443.370000000003,19443.370000000003,0.0,0.024572
2025-03-01 16:39:26,LINK/USD,long,55.7,0.7412,343.55,True,9786.92,19786.92,19786.92,0.0,0.034355000000000004
2025-03-02 16:39:26,LINK/USD,long,46.1,0.607,316.81,True,10103.74,20103.739999999998,20103.739999999998,0.0,0.031681
2025-03-03 16:39:26,LINK/USD,long,40.5,0.6132,-179.1,False,9924.64,19924.64,20103.739999999998,-0.008908790105721551,-0.01791
2025-03-04 16:39:26,LINK/USD,long,55.8,0.7566,268.03,True,10192.66,20192.66,20192.66,0.0,0.026802999999999997
2025-03-05 16:39:26,LINK/USD,long,55.3,0.8194,244.47,True,10437.13,20437.129999999997,20437.129999999997,0.0,0.024447
