timestamp,pair,position,leverage,confidence,pnl,is_win,cumulative_pnl,equity,peak,drawdown,return
2025-01-07 16:39:26,UNI/USD,short,40.4,0.679,-113.91,False,-113.91,9886.09,9886.09,0.0,-0.011391
2025-01-08 16:39:26,UNI/USD,long,61.8,0.8134,228.36,True,114.45,10114.45,10114.45,0.0,0.022836000000000002
2025-01-09 16:39:26,UNI/USD,long,55.6,0.8605,243.7,True,358.15,10358.15,10358.15,0.0,0.02437
2025-01-10 16:39:26,UNI/USD,long,48.9,0.8526,320.77,True,678.92,10678.92,10678.92,0.0,0.032077
2025-01-11 16:39:26,UNI/USD,long,53.7,0.8878,233.17,True,912.09,10912.09,10912.09,0.0,0.023316999999999997
2025-01-12 16:39:26,UNI/USD,long,42.3,0.7306,186.68,True,1098.77,11098.77,11098.77,0.0,0.018668
2025-01-13 16:39:26,UNI/USD,long,55.0,0.9022,155.37,True,1254.14,11254.14,11254.14,0.0,0.015537
2025-01-14 16:39:26,UNI/USD,long,52.4,0.8038,162.49,True,1416.63,11416.630000000001,11416.630000000001,0.0,0.016249
2025-01-15 16:39:26,UNI/USD,short,56.5,0.7669,283.13,True,1699.77,11699.77,11699.77,0.0,0.028312999999999998
2025-01-16 16:39:26,UNI/USD,short,51.8,0.8814,190.37,True,1890.14,11890.14,11890.14,0.0,0.019037000000000002
2025-01-17 16:39:26,UNI/USD,long,56.3,0.8289,181.59,True,2071.73,12071.73,12071.73,0.0,0.018159
2025-01-18 16:39:26,UNI/USD,long,59.1,0.8117,-151.79,False,1919.94,11919.94,12071.73,-0.012574005548500427,-0.015179
2025-01-19 16:39:26,UNI/USD,long,39.9,0.7002,324.34,True,2244.28,12244.28,12244.28,0.0,0.032434
2025-01-20 16:39:26,UNI/USD,long,46.7,0.6641,-147.37,False,2096.91,12096.91,12244.28,-0.012035824074588362,-0.014737
2025-01-21 16:39:26,UNI/USD,long,57.1,0.9478,278.43,True,2375.34,12375.34,12375.34,0.0,0.027843
2025-01-22 16:39:26,UNI/USD,long,56.2,0.8336,163.46,True,2538.8,12538.8,12538.8,0.0,0.016346
2025-01-23 16:39:26,UNI/USD,long,56.2,0.7789,286.63,True,2825.43,12825.43,12825.43,0.0,0.028663
