timestamp,pair,position,leverage,confidence,pnl,is_win,cumulative_pnl,equity,peak,drawdown,return
2025-01-07 02:07:26,ETH/USD,long,53.5,0.9125,320.42,True,320.42,10320.42,10320.42,0.0,0.032042
2025-01-08 02:07:26,ETH/USD,long,47.3,0.8101,563.24,True,883.67,10883.67,10883.67,0.0,0.056324
2025-01-09 02:07:26,ETH/USD,long,56.1,0.8433,552.82,True,1436.49,11436.49,11436.49,0.0,0.055282000000000005
2025-01-10 02:07:26,ETH/USD,short,57.0,0.8679,372.26,True,1808.75,11808.75,11808.75,0.0,0.037226
2025-01-11 02:07:26,ETH/USD,long,55.5,0.9296,503.55,True,2312.3,12312.3,12312.3,0.0,0.050355000000000004
2025-01-12 02:07:26,ETH/USD,long,55.0,0.8023,448.95,True,2761.25,12761.25,12761.25,0.0,0.044895
2025-01-13 02:07:26,ETH/USD,short,40.8,0.72,377.63,True,3138.88,13138.880000000001,13138.880000000001,0.0,0.037763
2025-01-14 02:07:26,ETH/USD,long,59.7,0.8358,386.07,True,3524.95,13524.95,13524.95,0.0,0.038607
2025-01-15 02:07:26,ETH/USD,long,59.8,0.7851,-305.07,False,3219.89,13219.89,13524.95,-0.02255535140610511,-0.030507
2025-01-16 02:07:26,ETH/USD,long,46.1,0.7204,480.98,True,3700.87,13700.869999999999,13700.869999999999,0.0,0.048098
2025-01-17 02:07:26,ETH/USD,long,63.4,0.854,347.63,True,4048.5,14048.5,14048.5,0.0,0.034763
2025-01-18 02:07:26,ETH/USD,long,44.5,0.779,483.12,True,4531.62,14531.619999999999,14531.619999999999,0.0,0.048312
2025-01-19 02:07:26,ETH/USD,long,46.5,0.8054,561.52,True,5093.14,15093.14,15093.14,0.0,0.056152
2025-01-20 02:07:26,ETH/USD,short,52.1,0.8416,-324.99,False,4768.15,14768.15,15093.14,-0.021532298779445482,-0.032499
2025-01-21 02:07:26,ETH/USD,short,49.2,0.6858,442.38,True,5210.53,15210.529999999999,15210.529999999999,0.0,0.044238
2025-01-22 02:07:26,ETH/USD,long,54.8,0.8387,287.18,True,5497.71,15497.71,15497.71,0.0,0.028718
2025-01-23 02:07:26,ETH/USD,short,40.4,0.7076,511.83,True,6009.53,16009.529999999999,16009.529999999999,0.0,0.051183
2025-01-24 02:07:26,ETH/USD,long,46.3,0.8039,440.16,True,6449.69,16449.69,16449.69,0.0,0.044016
2025-01-25 02:07:26,ETH/USD,long,50.6,0.8698,422.47,True,6872.16,16872.16,16872.16,0.0,0.042247
2025-01-26 02:07:26,ETH/USD,short,52.0,0.728,476.75,True,7348.91,17348.91,17348.91,0.0,0.047675
2025-01-27 02:07:26,ETH/USD,short,51.6,0.6838,496.68,True,7845.59,17845.59,17845.59,0.0,0.049668000000000004
2025-01-28 02:07:26,ETH/USD,long,52.9,0.7594,456.67,True,8302.26,18302.260000000002,18302.260000000002,0.0,0.045667
2025-01-29 02:07:26,ETH/USD,long,61.5,0.8325,347.53,True,8649.79,18649.79,18649.79,0.0,0.034753
2025-01-30 02:07:26,ETH/USD,long,60.7,0.9092,294.63,True,8944.42,18944.42,18944.42,0.0,0.029463
2025-01-31 02:07:26,ETH/USD,long,49.2,0.8096,468.41,True,9412.82,19412.82,19412.82,0.0,0.046841
2025-02-01 02:07:26,ETH/USD,short,37.7,0.6383,481.13,True,9893.95,19893.95,19893.95,0.0,0.048113
2025-02-02 02:07:26,ETH/USD,long,54.0,0.7575,398.56,True,10292.52,20292.52,20292.52,0.0,0.039856
2025-02-03 02:07:26,ETH/USD,long,39.6,0.6787,300.71,True,10593.22,20593.22,20593.22,0.0,0.030070999999999997
2025-02-04 02:07:26,ETH/USD,long,50.3,0.7304,452.38,True,11045.6,21045.6,21045.6,0.0,0.045238
2025-02-05 02:07:26,ETH/USD,long,50.3,0.8481,460.26,True,11505.86,21505.86,21505.86,0.0,0.046026
2025-02-06 02:07:26,ETH/USD,long,44.6,0.7109,551.9,True,12057.76,22057.760000000002,22057.760000000002,0.0,0.055189999999999996
2025-02-07 02:07:26,ETH/USD,long,54.7,0.7387,-271.79,False,11785.96,21785.96,22057.760000000002,-0.012322194094051385,-0.027179000000000002
2025-02-08 02:07:26,ETH/USD,long,48.6,0.7297,384.55,True,12170.51,22170.510000000002,22170.510000000002,0.0,0.038455
2025-02-09 02:07:26,ETH/USD,long,41.6,0.6773,435.37,True,12605.88,22605.879999999997,22605.879999999997,0.0,0.043537
2025-02-10 02:07:26,ETH/USD,short,67.7,0.929,296.34,True,12902.22,22902.22,22902.22,0.0,0.029633999999999997
2025-02-11 02:07:26,ETH/USD,long,41.2,0.7138,445.61,True,13347.83,23347.83,23347.83,0.0,0.044561
2025-02-12 02:07:26,ETH/USD,long,44.8,0.6159,-276.38,False,13071.45,23071.45,23347.83,-0.01183750267155453,-0.027638
2025-02-13 02:07:26,ETH/USD,short,47.1,0.7188,278.05,True,13349.5,23349.5,23349.5,0.0,0.027805
2025-02-14 02:07:26,ETH/USD,long,47.0,0.7203,397.33,True,13746.83,23746.83,23746.83,0.0,0.039733
2025-02-15 02:07:26,ETH/USD,short,56.4,0.9442,396.88,True,14143.71,24143.71,24143.71,0.0,0.039688
2025-02-16 02:07:26,ETH/USD,long,54.1,0.9128,562.94,True,14706.65,24706.65,24706.65,0.0,0.056294000000000004
2025-02-17 02:07:26,ETH/USD,long,53.7,0.7187,326.82,True,15033.47,25033.47,25033.47,0.0,0.032682
2025-02-18 02:07:26,ETH/USD,short,46.3,0.662,487.21,True,15520.68,25520.68,25520.68,0.0,0.048721
2025-02-19 02:07:26,ETH/USD,long,48.6,0.8296,356.0,True,15876.68,25876.68,25876.68,0.0,0.0356
2025-02-20 02:07:26,ETH/USD,long,36.4,0.6343,552.28,True,16428.96,26428.96,26428.96,0.0,0.055228
2025-02-21 02:07:26,ETH/USD,long,62.5,0.8653,499.05,True,16928.01,26928.01,26928.01,0.0,0.049905
2025-02-22 02:07:26,ETH/USD,long,59.2,0.9334,447.21,True,17375.22,27375.22,27375.22,0.0,0.044721
2025-02-23 02:07:26,ETH/USD,long,52.9,0.9173,420.95,True,17796.17,27796.17,27796.17,0.0,0.042095
2025-02-24 02:07:26,ETH/USD,short,37.7,0.623,294.08,True,18090.24,28090.24,28090.24,0.0,0.029408
2025-02-25 02:07:26,ETH/USD,long,46.3,0.7105,279.11,True,18369.35,28369.35,28369.35,0.0,0.027911000000000002
2025-02-26 02:07:26,ETH/USD,long,66.4,0.945,524.53,True,18893.89,28893.89,28893.89,0.0,0.052453
2025-02-27 02:07:26,ETH/USD,long,69.0,0.9301,537.92,True,19431.81,29431.81,29431.81,0.0,0.05379199999999999
2025-02-28 02:07:26,ETH/USD,short,45.0,0.6845,561.89,True,19993.7,29993.7,29993.7,0.0,0.056188999999999996
2025-03-01 02:07:26,ETH/USD,long,57.8,0.8418,330.66,True,20324.36,30324.36,30324.36,0.0,0.033066000000000005
2025-03-02 02:07:26,ETH/USD,short,51.9,0.8052,321.1,True,20645.46,30645.46,30645.46,0.0,0.03211
2025-03-03 02:07:26,ETH/USD,long,51.1,0.7261,-290.02,False,20355.44,30355.44,30645.46,-0.009463718279967096,-0.029001999999999997
2025-03-04 02:07:26,ETH/USD,long,49.1,0.7787,445.4,True,20800.84,30800.84,30800.84,0.0,0.044539999999999996
2025-03-05 02:07:26,ETH/USD,long,59.8,0.9142,540.29,True,21341.13,31341.13,31341.13,0.0,0.054028999999999994
