timestamp,open,high,low,close,volume
1741168059.935051,49773.02402386869,49797.553372166665,49426.59437222462,49781.85910938017,983.2098915113878
1741171659.93505,49977.195739478855,49630.664781906686,49451.545632570065,49874.30365519046,1150.8500944886516
1741175259.93505,49701.286554022525,49808.01280911715,49808.33012185515,49640.50269768336,976.3590107792133
1741178859.935049,49993.008880684996,49583.47471641103,49980.883132806484,50028.693247572075,903.4680216066554
1741182459.935049,50084.01711138591,50014.21413916656,50294.3178770263,50190.6928515377,1080.2692396300026
1741186059.935048,50242.693559196196,50551.33817782216,50163.345234007356,50141.271890080396,1138.0216934439225
1741189659.935048,50816.06187696263,50818.61788161084,50795.129012799014,50699.50208957799,902.1501647490044
1741193259.935047,50195.251083477975,50507.59674978655,50407.02398518612,50303.87135596407,1095.5980818873043
1741196859.935046,50234.00729902974,50202.371495030384,49743.835585715555,50091.270441487024,1044.1069533727305
1741200459.935045,50342.36065267171,50595.26508955741,50055.341004410766,50336.062911178145,894.8417637149008
1741204059.935044,50023.913004600356,49897.32856270693,49870.73431381242,49996.297621147365,1018.5135865428341
1741207659.935043,50196.443750413055,49935.174325832755,50062.02634117858,50097.148078295526,1185.8762444189106
1741211259.935043,49480.482361823684,49288.459515776485,49494.915881013316,49365.337224061775,819.85890828343
1741214859.935042,49472.222059175605,49705.61418774129,49082.39567883141,49606.842213205906,830.9401137034117
1741218459.935041,50411.92602287234,50924.40821894288,50782.0256329001,50519.09571840378,972.8301141378388
1741222059.93504,49815.590901160125,49778.53899892167,49586.165508224425,49778.14908075713,914.839566601168
1741225659.935039,50848.33201652021,50921.27559018179,50350.22476919983,50658.79265892254,954.8420256127588
1741229259.935039,49994.46165556268,50209.92937670784,50350.662360236274,50046.355297958835,1143.1300898013046
1741232859.935038,50053.636464801784,49755.12363031583,49611.00946436793,50056.77178089768,884.8007635479989
1741236459.935037,50510.70807916989,50176.07172217228,50773.82051812722,50583.2907011898,941.4822848799952
1741240059.935036,49373.999526536456,48502.91423558372,49217.65429203459,49374.94763423203,1303.0415105261156
1741243659.935036,49768.08879523234,49690.5485718706,49228.80907861833,49866.86852682549,820.7518044229188
1741247259.935035,49862.67842443318,49908.11376689527,49966.79428519978,49887.021204624085,917.7103216353869
1741250859.935035,50084.83015775997,49703.33325197559,50031.7488541829,50097.41471680649,965.9332883533549
1741254459.935035,50322.76543028908,50170.72851508677,50552.641786930406,50298.90685904989,1004.5301867813719
1741258059.935034,50832.149453134654,51367.109595153895,50900.56593292459,50862.9785075888,983.5415346681665
1741261659.935034,50979.74541493442,50442.6592536439,50672.940529590676,50855.811731634516,1014.9197606976546
1741265259.935033,49961.91417564353,49877.11680550526,49995.69659297052,49830.86601501398,904.1139291774446
1741268859.935033,49825.09607774737,49932.36769583453,49700.06168186133,49821.52232345007,1063.4054608767024
1741272459.935032,49479.38969607629,49173.852201328235,49420.17883464766,49456.08648504017,1016.8070649234323
1741276059.935032,50516.641548189415,50702.52141546356,50543.14739035965,50571.0911170055,1089.0003082579647
1741279659.935032,51427.91578534909,51178.71861824029,51318.67771553043,51181.85045901945,1044.0834857493624
1741283259.935031,50028.271659426624,49912.244865495595,50432.17616249762,49972.21764591758,976.4394606683395
1741286859.935031,50182.04352199001,49905.10848837984,50242.33437534615,50139.50749805102,966.126409973379
1741290459.93503,49560.287271224006,49489.664634476634,49312.98853404981,49738.779754166324,1035.1071899670037
1741294059.93503,50168.49039686436,49887.78575600332,50136.551265851,50187.61343520498,1046.9323589581218
1741297659.93503,50677.290631539356,50923.41612471377,50812.12826968686,50681.443871355135,1036.157669521128
1741301259.935029,49735.081850875205,49817.12723617479,49656.10543446564,49815.410722976325,866.8955769757463
1741304859.935029,50706.08365899701,51341.01785433865,50718.05896473304,50654.23458007154,1047.6488547842262
1741308459.935028,49826.45463993726,49337.851374335216,49530.08815628607,49668.00297575311,1148.4140397873173
1741312059.935028,49714.74212337209,49585.719543726394,49168.666499959545,49633.47143407285,917.9890979504677
1741315659.935027,50504.1712194708,50614.94515234479,50300.70285679937,50555.63415429612,937.8352127683088
1741319259.935027,50797.049318489706,50604.07904860966,51063.58669502081,50921.0930945795,981.1030617011097
1741322859.935027,50101.78184954963,50381.99635524943,50097.60856902525,50235.302537535375,1037.750614800937
1741326459.935026,50292.86315649073,50351.587261967165,50301.21622991466,50432.96685727148,1077.7607370265994
1741330059.935026,50439.20554312077,49747.67104505645,50399.48981695739,50165.34124590397,1038.4107543084638
1741333659.935025,49598.22693112135,49790.900078607265,49802.30513605917,49634.46465078507,1161.5987356016929
1741337259.935025,50614.38477420577,50235.186554495835,50895.466306642986,50670.167503521116,979.4979681012422
1741340859.935025,50045.680502449206,49798.75314855627,49903.68311056477,50074.35320633595,953.6684544525584
1741344459.935024,50286.51445642203,50134.04670934238,49989.73314288822,50119.70899869569,878.0560794106435
1741348059.935024,50399.08265328953,50420.12072412669,50552.242058242584,50342.42314301771,885.2812146826312
1741351659.935023,50793.644196973815,50582.89264969114,50975.04842820112,50684.739193173744,1017.0590400577967
1741355259.935023,50521.18860777983,50384.46646315556,50575.45290520947,50452.76868922798,1074.1642990164653
1741358859.935023,51720.60316549954,51552.379987541084,51774.40396377929,51563.58324493472,751.5931005113034
1741362459.935022,50966.32313249884,50842.20842589121,51169.9891430232,50960.06745827092,981.303619615025
1741366059.935022,49938.698187816546,49928.673903449744,49814.04242333222,50149.35935391424,1108.211018527933
1741369659.935021,50722.21591392948,50482.29120375832,51137.73479711003,50786.622397133506,1011.6390342077863
1741373259.935021,50618.890972042784,50491.79118532436,50410.61694601238,50568.4288697418,1162.4591277756188
1741376859.93502,51238.322999152566,51347.864581502305,50928.56106511075,51087.38483777283,1008.3880066766341
1741380459.93502,49774.3772495514,49817.835113876856,49897.504219031536,49742.866507877705,1152.9570321292633
1741384059.93502,51298.84702444317,51353.28380107036,51605.08327124176,51328.26215996098,965.9057090254538
1741387659.935019,50336.73089400845,50051.939117666414,50256.099228783096,50264.42458158692,935.2860498607192
1741391259.935019,50362.83634662317,50089.951947761176,51178.797505133814,50354.29923918885,1094.3746023338977
1741394859.935018,51250.45595294753,51218.13528137796,51186.59885478628,51172.50377028637,1041.089217497798
1741398459.935018,50323.82532962553,50244.138933109716,50928.8496811476,50224.57050238899,1178.0260566435115
1741402059.935018,51204.21112688618,50902.931956240995,51863.83124332567,51322.685392316,1035.065253203311
1741405659.935017,50630.98148912491,50327.49070736397,50219.496603750325,50515.431909148225,992.6854719707687
1741409259.935017,51338.39564671257,51095.82028491847,51175.7699977974,51394.38644942061,789.5838700808916
1741412859.935016,51075.2242771296,51332.91154687302,50556.83770406008,51069.87574154268,1091.9706631763622
1741416459.935016,51419.441359600474,51403.34197487463,51545.351065857794,51344.47553893693,1001.4257364026112
1741420059.935015,50378.11315723384,50336.6678685579,50157.482790093236,50484.639550291235,1067.333650353383
1741423659.935015,51458.27840580822,50900.342364156975,51131.115375427114,51193.92686426598,1072.796778910653
1741427259.935015,50262.67146739511,50566.24296582977,49888.772935924164,50276.34462182275,1033.3917539632678
1741430859.935014,50143.95013039387,50146.6413139386,50262.49679507535,50264.15474233141,909.088579171278
1741434459.935014,51332.776177847496,51358.41279154685,51684.73962544545,51467.567001995805,1028.7840773908995
1741438059.935013,50508.14081398653,51080.42807042406,50804.19519034084,50673.358001412395,856.2493922748288
1741441659.935013,49597.00724999915,49388.99299774382,49554.16510299299,49535.14639431605,1081.0943077348502
1741445259.935013,50621.29884751368,50631.65805862104,50833.639438789236,50620.29669203216,974.8715126694017
1741448859.935012,50691.669006706135,50751.572563600756,50407.84839802069,50505.226501851,939.1940346215823
1741452459.935012,50932.44362459903,50765.46850925938,50591.82014339889,51071.56088356773,1078.0529408826135
1741456059.935011,51680.05823031987,51672.253331055224,51587.91309744667,51824.48996416189,1310.8887655797487
1741459659.935011,50273.54193652012,50723.59069722272,50434.224618200096,50390.51612008131,1136.0216379235362
1741463259.93501,49397.47696593175,49729.65904387888,49476.130815665136,49452.34369916398,989.2819369062712
1741466859.93501,50689.650683663014,50728.41303407796,50350.365893713584,50619.72534466238,858.686298761515
1741470459.93501,50417.6172482958,50384.37046172018,50074.21723720022,50324.91970556763,927.6253675162534
1741474059.935009,51022.94768167742,51144.46228348789,51162.98037275938,51148.35631615107,1036.4666662245627
1741477659.935009,51072.947449814325,51338.57957815566,51012.97300079641,51032.89663762053,1008.1611861983961
1741481259.935008,50915.389844994046,50995.00969107766,50984.38490502396,50795.185879326746,1187.0392172445472
1741484859.935008,50225.22651295608,50339.50749154972,49863.231833207676,50240.52191850344,991.5904028856439
1741488459.935008,50967.33817227052,50953.21013977637,51180.9518330337,51000.698750926065,934.3268672720108
1741492059.935007,50871.19590180648,50641.50430923056,50807.23637584035,50853.37387478962,1005.569852295413
1741495659.935007,50905.56886481304,51095.45448728071,50336.641712236014,50914.833360449804,926.5749306315746
1741499259.935006,51399.11509804238,51196.721373040695,51592.5698807819,51566.604981675024,980.1112465286719
1741502859.935006,52102.41208173809,52295.06302300185,52443.02514981526,52083.99859103076,996.185238062375
1741506459.935006,51165.6222280653,51424.784031342904,51234.10385590351,51231.98777113538,1077.5284003317693
1741510059.935005,50707.20318368537,50766.47659905268,50731.09280667446,50685.35294578119,1045.8785191426643
1741513659.935005,51202.03777970095,51639.279628284145,51328.235990118046,51308.71299625953,991.5843296603143
1741517259.935004,51276.05423363736,51051.83314254669,51884.87392665438,51209.90198546596,1229.9914513863241
1741520859.935004,51841.000923010884,51671.19829516804,51498.94224791547,51721.050193374555,1044.7747992870031
1741524459.935004,50714.75566042872,51111.38504744545,50575.14058783587,50718.44769409336,1005.175155927372
1741528059.935003,51998.74696043965,52416.609440764405,52314.28950599885,51970.85068788012,984.6983327035974
1741531659.935003,50468.33648265435,50425.574490930856,50869.342958017616,50639.37833079495,1056.7850956621983
1741535259.935002,51879.000530462785,51535.34759732446,52042.75189114175,51839.043650837266,1017.0237501698523
1741538859.935002,50372.88936989664,50093.22446658402,50398.426147612234,50458.673821044766,1086.1232792335816
1741542459.935001,51338.16170838742,51650.84220651975,51142.40174503682,51381.4700449284,1069.8260969577302
1741546059.935001,50844.52737799592,50888.662675738124,50896.06907853596,50680.636908508655,1099.678290414392
1741549659.935001,51090.61670281275,51047.09490365179,51029.576571472964,50989.12653956837,901.80579147044
1741553259.935,51627.992225100104,51641.14002737708,51741.128395442815,51575.55394973731,814.6867425692272
1741556859.934999,51377.7909829393,51746.924998226554,51643.87571844642,51468.32652017427,1063.2119912583157
1741560459.934998,51377.467930988605,51341.7861383321,50950.59584243811,51415.88724885158,1098.4129511550468
1741564059.934998,51188.23055308415,50889.876535384676,51042.294168214976,51090.15383764801,904.7897977984138
1741567659.934997,51470.50053850338,51422.075178320876,51183.46387202341,51432.30742340983,971.2114520749475
1741571259.934997,51847.039000915596,52133.683849450594,52483.403355448645,51963.157978148934,994.6464909736085
1741574859.934997,50926.66143414683,51016.86714962968,50987.946085192336,50986.60033883158,1135.7692581340941
1741578459.934996,51025.88957114705,50744.8540707596,51087.20211051974,51116.39156613873,1042.052692926668
1741582059.934996,52123.46966378138,51914.8801479715,51966.06313365717,52097.03052049248,1083.2714040054002
1741585659.934995,52332.61307809076,52402.951043338624,51725.47606081313,52194.04016355035,947.4934888179667
1741589259.934995,50715.701724940765,51064.039919575596,51014.572367414214,50956.32733569957,793.9573965088686
1741592859.934994,50931.53322409874,50914.5475924397,51191.22507511682,51181.28718910292,982.066337507148
1741596459.934994,51206.63241040308,51386.950103826355,51038.26001872696,51306.409713931025,1030.0079847443244
1741600059.934994,50629.98879685509,50740.32277280951,50535.05349653004,50562.259346136954,926.5791985435895
1741603659.934993,50934.20563297614,50998.00043718383,51266.08971130467,51052.45005071348,948.011636777753
1741607259.934993,51292.733557702195,51656.36917302557,51649.53243571595,51245.04027657741,916.2223550491751
1741610859.934992,51790.283029720864,52062.28820358733,51414.040127281,51992.50334719434,978.9792865387801
1741614459.934992,50749.347493094945,50964.01000669995,51104.32199260477,50927.976274859335,1161.0225157139785
1741618059.934992,50676.079091405634,51055.89581333489,50715.80803871595,50632.082201374775,923.8887555641921
1741621659.934991,52176.45318409666,51935.993260328534,51766.00875543347,52027.6717920217,1007.1406495747874
1741625259.934991,51306.153839518585,51022.81977544702,51050.78166313872,51219.59017315994,1152.8301945615926
1741628859.93499,50806.40974584338,50702.322119591685,50352.556727836905,50923.26736481109,988.1443349159938
1741632459.93499,51130.930657242985,51466.889084164875,51129.39252402028,51327.412031586704,1101.8680504139193
1741636059.93499,50213.743257385344,49691.78452088675,50109.390322340965,50021.158426795206,918.5225724711885
1741639659.934989,51722.85145251561,51867.82021728488,51997.194389013224,51873.27628018119,1002.6770368124696
1741643259.934989,51548.08980416756,51654.03702553472,51515.75230508879,51558.49234484599,1022.2602234658895
1741646859.934988,51438.877951863404,51486.34924708797,51162.640711262204,51371.08722051743,934.1239450364851
1741650459.934988,51942.80492383848,51994.14553735217,52117.40220829376,51946.441176576016,900.5328839545693
1741654059.934987,50896.19535971239,50616.50352273653,50870.02492298898,50802.5192053187,1082.4136368089758
1741657659.934987,50890.87646957982,51000.84196553123,50773.52959472153,50840.097889879784,894.209238322084
1741661259.934987,52623.69302211416,53360.33933613941,52673.67386573194,52563.28043199957,947.3154016407616
1741664859.934986,52040.7862275707,52385.90882619891,52029.24777258627,52018.66404669038,1149.2813104215677
1741668459.934986,51386.46145580867,51588.39026000132,51311.26501121113,51497.8352691043,1081.6499387669307
1741672059.934985,51193.040057257786,50885.36629677551,51070.584495910036,51229.175853156725,1193.0000416984324
1741675659.934985,51412.869231958844,51222.710368158696,51088.103440425446,51321.794870954895,885.2203838027634
1741679259.934985,52457.22046341723,52647.807566321324,52485.99595745265,52471.286349011105,1160.299742181751
1741682859.934984,51333.183214815566,51189.308102163704,51690.3021674003,51455.86343709717,960.5473559806939
1741686459.934984,51374.30604502379,50808.59668571827,51631.369593715885,51222.094405698204,1074.686693714227
1741690059.934983,50899.5295280694,50896.67112718397,50339.223057610834,50796.427177941325,796.0240051985888
1741693659.934983,50893.71257936478,50771.201837467604,50786.185540135324,50898.02221485571,1023.5527702870114
1741697259.934982,51368.92757902628,51507.915981705264,51300.550392252495,51358.66831748243,1057.944834444242
1741700859.934982,52170.604507611635,51884.86021811711,52101.11505159941,52138.291189356045,1044.5972547985423
1741704459.934982,51456.47868539842,51675.455308728844,51101.02683481051,51298.921837116264,997.2251373358488
1741708059.934981,51444.49212732332,51338.89211078257,51605.045694308385,51579.55434746884,922.8743047649516
1741711659.934981,52119.920026275264,52111.63650684235,52162.46134401196,52009.4967778286,874.2415280590999
1741715259.93498,51817.26250427267,52035.00890990043,51966.12510413691,51934.0502755506,1112.3905987821502
